quarterly,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,GER,GER,GER,GER,GER,GER,GER,GER,GER,GER,GER,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,UK,UK,UK,UK,UK,UK,UK,UK,UK,UK,UK,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,CEL,CEL,CEL,CEL,CEL,CEL,CEL
,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,GDP,UNEMP,BCI,CCI,CLI,BTS
12/30/14,36617859.33,80554039.39,75793543.39,4760496.009,44897284.52,17951672.85,5.4739,100.6531667,100.3763333,100.8213333,0,17167701.22,5454343.48,4956323.73,498019.75,5731192.06,2701102.931,10.8,100.0187767,98.64620333,99.38512667,0,18638538.18,15608836.52,15492004.85,116831.6651,9549988.136,3129553.156,6.3552,98.73991,100.0057867,98.13033333,1,5806762.208,5703322.936,5624532.308,78790.62809,3079495.503,2188630.49,4.3688,100.1330667,99.41504667,100.0831,0,2902988,9185379,8927832,257547,4157133,2223369.262,13.3,100.2004,98.82143,99.82699667,0,3327671,1986525,1854420,132105,1725461,1579236.313,23.7,100.4340667,99.86069333,101.388,0,3564286,4841253,3772102,1069151,284736,3867859.839,4.8,100.5239667,101.1469,99.69125333,0,1064466.364,591421.1364,513322.7273,78098.40909,1498982.273,992897.1095,8.1,100.1323,100.2168667,,0,5124871.429,254917.5824,151697.8022,103219.7802,3402017.582,2728454.385,5.5,101.4915667,100.9249,101.3635333,0,2488120,6711775.836,6479851.033,231924.8026,3495423.092,1603856.681,6.1508,100.8144,99.78286667,100.1796667,0,7399191.313,1029739.894,878903.525,150836.3692,1754349.471,693819.7155,24.0543,100.4403667,,100.7513,1,5230201.469,5763831.524,5709645.084,54186.43976,1742557.096,1095094.373,5.9578,100.4921333,99.31781333,100.3474333,1,712680.8333,973938.2051,888357.7179,85580.48718,1459966.192,3582616.098,,101.1413,,99.86612667,0,17482061.32,6644281.218,,99.32577667,,,
3/30/15,37538530.5,86444117.36,79182735.89,7261381.472,62534714.44,18092561.18,5.8208,100.0184767,100.9828667,100.5982667,0,19894397.86,5730904.75,5205935.93,524968.82,7192752.02,2714843.603,10.8,100.1080667,99.26618667,99.68209667,0,7135589.931,12634483.2,12544217.99,90265.21381,8528747.921,3093168.395,7.7724,98.28982667,98.72987667,97.26508333,0,8431818.54,6555226.01,6457222.91,98003.1,3223190.342,2201019.678,4.2055,100.3318667,99.47063667,100.4773,0,3839389,4306376,4059607,246769,4824934,2228007.883,13,100.3835,99.58494333,100.04663,0,6238227,3097669,2916013,181656,2332633,1597359.536,23.8,100.6796,100.7399333,101.7452333,0,3602392,3725993,3371293,354700,334071,3860069.922,5,100.6138667,101.2982,99.75885,0,1502756.136,674685.9091,622352.0455,52333.86364,1634820,1004974.06,8.6,100.1870333,100.3275333,,0,6314729.67,92163.73626,56209.89011,35953.84615,3208480.22,2742826.907,5.5,101.3709333,101.3297,101.2111,0,2912029.987,7384228.862,7137582.862,246646,3891219.704,1595043.177,7.1908,100.6823333,99.89186667,99.79325,0,4520863.813,986441.6793,851219.8695,135221.8099,1632860.842,696770.1199,26.1505,100.3602333,,100.5586,0,1764012.643,4339829.697,4292473.643,47356.05361,1459661.98,1104382.947,6.6462,100.5078333,99.57611333,100.6587333,0,685585.3462,839271.2051,776922.3205,62348.88462,1293131.833,3545958.622,,100.7065667,,99.13835,0,18134377.04,6756466.183,,99.10848,,,
6/30/15,76442854.81,98251173.06,87343367.57,10907805.49,60180206.28,18226692.12,5.285,99.85645333,100.8174333,100.2637,1,61574521.44,4966542.03,4334608.89,631933.14,7972648.39,2713277.387,10.1,100.1606,99.42015667,99.81183,1,4142225.471,13862300.57,13745447.91,116852.666,9302465.419,3026888.371,8.1776,97.11594,98.26741,96.53156333,0,19073904.81,6051484.721,5995674.214,55810.50681,3750268.677,2226414.204,4.3253,100.4822667,99.29285333,100.5164,1,6163355,5462527,5156875,305652,6077947,2236895.683,12.1,100.6341667,99.75692667,100.2765667,1,7688178,2366828,2207140,159688,2186279,1614495.642,22.4,101.1049333,101.0811,101.7497667,1,4635193,4093023,3766329,326694,429648,3884219.659,4.7,100.6963,101.3862,99.93682333,1,2469526.818,510584.5455,415684.0909,94900.45455,1872367.5,1011877.885,7.4,100.114,100.4454333,,1,7297040.659,99100,75749.45055,23350.54945,3777380.22,2762386.206,5.5,100.9685333,101.4421333,101.0863667,1,7981103.428,7875468.178,7576913.105,298555.0724,3890893.336,1590701.915,6.8848,99.98812,99.7042,99.48987667,1,3486752.303,807181.5815,744939.7251,62241.85645,1927278.176,692651.2043,24.8492,99.97378667,,100.3930333,0,2656203.546,4501616.083,4378155.914,123460.1681,1719014.586,1105849.971,5.9369,100.4808667,99.62308333,100.3781333,0,1621985.308,1132607.115,1018618.231,113988.8846,2065965.705,3522072.657,,100.814,,99.03123667,0,21168238.15,6901586.453,,98.95209,,,
9/30/15,67860768.44,87748003.86,80674491.75,7073512.113,58703726.21,18286959.89,5.2049,99.54863333,100.5054333,99.80159333,1,26893548.65,5056754.41,4518190.19,538564.22,5883390.74,2722444.507,10,100.295,99.51476333,100.0072233,1,8087253.777,13828365.49,13700003.62,128361.8731,8513500.308,2983098.63,8.7547,96.85079,97.57205667,96.30382333,0,9275253.56,6502206.406,6451656.634,50549.77234,3534621.249,2253097.757,4.5802,100.2999,99.09225,100.0377933,0,4112077,5047150,4789452,257698,6320827,2242012.574,10.6,100.6307,100.08116,100.4569667,1,10545311,1732562,1596771,135791,2102561,1629188.032,21.2,101.1201,101.0282,101.5766,1,3490000,3865475,3471679,393796,377681,3901747.629,4.4,100.7116333,101.2338,99.97093667,0,3511020,561663.8636,533869.7727,27794.09091,1887464.545,1023478.802,7.1,100.1513,100.1382667,,1,9832783.516,139551.6484,97029.67033,42521.97802,4187716.484,2774264.323,5.5,100.6795,101.5091667,100.8612333,1,5126184.566,7258007.928,7065987.52,192020.4079,4309888.204,1596328.256,7.0134,99.54915667,99.3541,99.18235667,1,3957541.244,877825.3909,736715.059,141110.3319,1769322.415,692581.7346,25.2909,99.62109,,100.1941667,0,2695889.058,4780792.854,4586442.125,194350.7283,1835480.573,1117766.319,6.0899,100.6104667,99.44354667,100.01048,0,1784217.346,1344915.026,1261603.282,83311.74359,2373601.308,3528887.419,,101.0116333,,98.59520667,1,19122634.12,7029003.62,,98.92312,,,
12/30/15,35785633.46,87452627.71,81912200.54,5540427.177,50032043.78,18292907.81,4.8131,99.04776333,100.4681333,99.36535333,0,18961815.44,5686163.59,5133193.11,552970.48,5260180.07,2725446.839,10.6,100.4011333,99.85135333,100.2374,0,18567708.36,18094866.75,17962375.61,132491.1329,10939345.85,2958035.111,8.9952,97.18267667,97.11641667,96.40536333,1,5430509.406,6705484.322,6644978.514,60505.80809,4216879.826,2248218.328,4.1395,100.6723333,99.27322,100.0375967,0,3196135,8113725,7723778,389947,4132283,2252982.987,12,100.6644,101.0593,100.716,0,3415330,1994770,1832485,162285,1534559,1644975.881,20.9,101.0526667,101.5699,101.4468333,0,4107273,5860181,4388628,1471553,316440,3918886.095,4.5,100.6358,100.9623333,99.77363,0,1051211.136,688425,576995.6818,111429.3182,1744480.909,1036039.813,6.9,100.2067,100.4594,,0,5353406.593,175330.7692,115296.7033,60034.06593,3679354.945,2795000.121,4.9,100.3268667,101.5245667,100.5538,0,2838170.704,7545300.079,7301837.434,243462.6447,3861756.408,1597523.545,6.5403,99.43709667,99.23473333,98.85021667,0,8368473.771,1072544.214,983963.6174,88580.59645,1684991.461,693295.6066,24.3116,99.42849333,,100.0538833,1,5059290.57,6026594.733,5770952.896,255641.8361,1716675.681,1124195.485,5.5515,100.6043,99.80355333,99.86304333,1,802861.9231,1813759.795,1732975.692,80784.10256,2233155.385,3519835.526,,100.6617333,,98.04686333,0,17564133.36,7171428.956,,98.87067,,,
3/30/16,41691848.68,88171601.84,82349644.88,5821956.952,65364383.61,18384992.79,5.1939,99.26287333,100.5457667,99.10812,0,20798300.68,6003486.98,5431960.42,571526.56,8054560.19,2745062.074,10.7,100.6293,99.62517333,100.2968,0,7155259.829,12908122.43,12790584.47,117537.958,10270672.03,2932042.443,10.9588,97.21258667,97.20581667,96.62882,0,8679850.188,7740801.355,7593646.944,147154.4111,3797189.395,2261500.565,4.0095,100.5027333,99.12349333,100.4512,0,4472365,4559356,4235820,323536,5332069,2260331.983,12.1,100.4712,100.8274,100.6788333,0,7207981,2984026,2772005,212021,2520842,1656123.077,21,100.8619667,101.2530333,101.0661333,0,3770741,4405341,4054571,350770,306664,3950047.154,4.5,100.3952333,100.8105667,99.47928333,0,1857785.682,883410.6818,835064.3182,48346.36364,2031607.273,1033621.212,7,100.2381667,100.7242,,0,6768932.967,164867.033,99041.75824,65825.27473,2989724.176,2799649.556,5,100.3434,101.4984,100.2042333,0,3228512.257,8596756.145,8293645.526,303110.6184,3976718.309,1606285.975,7.6439,99.39613667,98.74396667,98.76476667,0,5138434.146,1087101.952,982091.6263,105010.3258,1861037.728,691594.1247,26.5481,99.33944667,,99.82667667,0,2375989.063,4840919.171,4553598.118,287321.053,1740098.351,1134065.721,6.2191,100.9160667,99.77264333,99.90613333,0,1167998.192,1544341.205,1482248.846,62092.35897,2756365.59,3526527.405,,99.83755333,,98.00010667,0,20055180.64,7377564.202,,98.79149,,,
6/30/16,80425279.22,98998233.99,88386746.65,10611487.34,59513885.45,18471465.98,4.768,99.70362333,100.6024333,99.05115333,1,68014796.62,6164658.17,5621344.35,543313.82,6235908.41,2738236.772,9.6,100.3945333,99.52833,100.114,1,4171202.348,15004059.09,14901729.48,102329.6146,10804101.37,2929782.035,11.399,97.62244667,97.74686,97.43467,0,17916902.53,7827410.665,7750050.173,77360.49149,4531316.344,2270297.79,3.9105,100.6640333,98.82843667,100.6302667,1,6370678,5641732,5348950,292782,6346144,2264753.947,11.6,100.4895667,100.3226,100.4597667,1,8965863,2288743,2059277,229466,2259759,1663069.009,20,100.6946333,100.7309,100.5459667,1,5196608,4479139,3970751,508388,511574,3972638.928,4.2,100.4855,100.8877667,99.43480667,1,3002959.773,562257.0455,504630.4545,57626.59091,2262785.227,1046905.639,6.2,100.1549667,100.8653667,,1,8628459.341,76727.47253,43842.85714,32884.61538,3895648.352,2814508.515,4.8,100.6292667,101.0239333,99.98571,1,8311291.454,8421525.151,8031250.401,390274.75,4734491.342,1598387.679,6.947,99.54307,99.60776667,99.10858333,1,4548909.765,998199.6346,914333.0397,83866.59485,2057474.284,697049.9722,26.383,99.20083333,,99.62056,0,2292230.629,5007785.37,4703829.859,303955.5108,1676376.019,1142093.17,5.612,100.3614333,99.85504,100.1415333,0,2864212.526,1676818.308,1613604.436,63213.87179,2708337.744,3528410.445,,100.7385,,98.67736667,0,18636522.25,7516669.264,,98.65761667,,,
9/30/16,67717950.39,91406474.49,86190811.72,5215662.771,53413666.88,18571635.11,4.9823,99.61553333,100.4069333,99.12627333,1,24807193.53,3775708.61,3313343.82,462364.79,5432389.57,2744356.526,9.6,100.2084,99.61823667,100.0745667,1,9895554.746,14765624.28,14645991.25,119633.0314,11130819.31,2909398.843,11.9075,98.52540333,98.78437333,98.59853333,0,10848006.07,7584275.963,7494755.749,89520.21447,4038423.282,2292307.87,4.0006,100.2695667,98.22285,100.5612667,0,5014144,5386480,5112705,273775,6520697,2276885.641,11,100.4657667,99.99263333,100.223,1,10363076,1783202,1638669,144533,2328177,1677821.589,18.9,100.6623333,100.6342667,100.236,1,4205568,4685403,4182940,502463,349198,3980818.606,4,100.7103667,101.1331333,99.68249667,0,3166188.409,731949.5455,690169.0909,41780.45455,1835570.909,1049008.019,5.9,100.1384,100.9467333,,1,10562773.63,99510.98901,68587.91209,30923.07692,4117564.835,2827195.475,5,100.6474333,100.5007667,100.184,1,5564774.375,8011943.822,7698324.98,313618.8421,4697012.5,1614870.471,7.0628,99.56214,99.8851,99.60277333,1,4527803.533,984449.241,878173.7783,106275.4627,1790999.803,698605.7263,26.9036,99.47968667,,99.58493333,0,2599556.822,4887785.28,4368860.6,518924.6795,1630584.953,1143768.665,5.5662,100.7481667,99.95009333,100.2896333,0,2382039.808,1846330.5,1798909.795,47420.70513,3366401.308,3531987.528,,101.1821333,,99.42807,1,16697184.79,7666098.313,,98.64031667,,,
12/30/16,36213427.76,95478952.06,88576473.28,6902478.779,49269059.65,18664997.63,4.5344,100.0370267,100.7638,99.46242667,0,18716747.72,4867499.81,4310777.29,556722.52,5117162.35,2760253.873,10.3,100.4329667,99.94397667,100.3061333,0,20488912.55,19294001.35,19179064.15,114937.2019,13623529.81,2893226.163,12.1301,98.65459333,98.78315,99.22434,1,6537063.068,9242077.694,9107284.397,134793.2966,3748170.281,2318113.639,3.5184,99.44562,97.42632,100.6129,0,3444186,7345230,7000306,344924,3985023,2283868.487,12.2,100.5048667,99.90296333,100.1889333,0,3698250,1687817,1529540,158277,1738096,1685616.199,18.6,100.9549667,100.9552333,100.2348667,0,3860177,5431691,3870376,1561315,362630,3995230.445,3.8,100.9959667,101.3115333,100.04607,0,956145.4545,584121.3636,511109.3182,73012.04545,1902975.909,1072700.724,5.6,100.2715667,100.9292333,,0,5864780.22,208683.5165,93313.18681,115370.3297,3607061.538,2845561.306,4.6,101.099,100.7042,100.6111,0,2815031.178,7647755.507,7245691.638,402063.8684,4551523.52,1623937.696,6.3499,99.56608667,99.8396,100.11783,0,10140519.03,1347369.418,1208989.805,138379.6129,2088662.891,699123.828,26.3091,99.67685,,99.64636667,1,5168363.912,5667322.304,5396362.775,270959.5289,2202623.09,1155620.67,5.4437,101.6042333,99.84609667,100.2385,1,1140182.064,1678677.064,1633284.346,45392.71795,3071753.615,3560645.584,,101.2217667,,100.0950167,0,19450651.39,7775939.351,,98.9709,,,
3/30/17,36331061.02,84772812.61,79102753.72,5670058.889,52601120.01,18770787.97,4.8781,100.6857,101.2233333,99.80474667,0,21926144.93,6223096.87,5625827.5,597269.37,7079458.66,2783146.654,10,100.6185667,99.97828667,100.5683333,0,6695001.686,13662909.78,13524327.62,138582.1546,10730716.38,2942273.746,13.8389,98.89496333,99.04779,99.48386,0,9226457.724,8877198.187,8769355.051,107843.1366,3932447.506,2330455.284,3.3847,99.37011667,96.64773333,100.5022333,0,4355403.83,5137334.87,4788903.847,348431.0234,5192938.34,2297126.796,12.2,100.7912,99.74575667,100.2649667,0,7520889,3008626,2743418.969,265207.0307,2814082,1698334.356,18.8,101.0323667,100.9444333,100.3029,0,4536928.27,4309829.48,3909066.595,400762.8855,322740.93,4042751.015,4.1,101.2483333,101.1765667,100.4098,0,1794593.659,849228.1182,805566.1763,43661.94189,2223519.195,1083891.284,5.4,100.4464,100.9720667,,0,6521480.22,142997.8022,91468.14087,51529.66133,3470676.923,2861964.42,4.5,101.5883333,100.5227,100.838,0,2849885.301,8734638.358,8417551.937,317086.4208,3486517.212,1642641.369,7.1064,100.0259867,100.3234667,100.5246333,0,5516861.096,1242391.794,1160854.723,81537.07159,1851148.063,698674.1494,27.5228,99.51190333,,99.5565,0,2266494.358,5268479.689,4881998.245,386481.4446,1995205.518,1159079.757,6.2352,101.5313333,99.74802333,100.2617667,0,1532336.337,1503225.659,1451874.725,51350.93405,3480240.355,3570125.742,,100.9194333,,100.4784,0,18417005.58,7872244.283,,98.99961,,,
6/30/17,87005176.45,101638653.3,92339171.18,9299482.091,55335329.79,18871098.47,4.2353,100.6120333,101.0780667,99.90801,1,68778481.76,7185455.12,6691153.29,494301.83,6645394.89,2802731.865,9.1,100.9570667,100.4737667,100.7934333,1,4989964.547,14736697.82,14610709.91,125987.9111,11570563.46,2956357.593,13.0645,99.12563,99.43478,99.92056,0,20249551.56,9199487.834,9145647.827,53840.00681,4478891.807,2337316.167,3.4339,101.5392333,97.95934667,100.1573767,1,7577172.18,5708180.84,5378336.03,329844.8101,6709065.45,2305436.123,11,100.9654,99.28465,100.3991,1,9173235,2518879,2315551.858,203327.1422,2558482,1715789.469,17.2,100.9503667,101.3641333,100.4294667,1,5301210.51,4374812.18,3988760.729,386051.4509,464977.13,4065342.943,3.8,101.6891333,101.4008,100.8463667,1,4149959.755,704705.2409,648141.8277,56563.41321,2589580.127,1094369.132,5,100.6493667,100.9182333,,1,10450326.37,106564.8352,53932.90674,52631.92842,4018320.879,2869159.165,4.3,101.8709667,100.3882,100.8850667,1,8594422.12,9300954.737,8782475.544,518479.193,4161279.208,1662010.648,6.463,100.4831667,100.6435667,100.674,1,5248121.374,1171062.708,1024348.542,146714.1667,2419365.762,703781.6911,27.5646,99.00378333,,99.48695333,0,2634910.888,5155200.635,4749472.618,405728.0169,1658188.133,1166623.346,5.5129,101.2091333,99.64015,100.2568667,0,2770249.92,2011060.554,1627270.84,383789.714,3649828.676,3592370.679,,100.8662667,,100.4225333,0,19744527.12,8021383.072,,99.04738333,,,
9/30/17,67983220.87,92270791.4,85311011.36,6959780.036,47324205.53,19020330.64,4.399,101.1056,101.0477,100.05961,1,27878458.06,4166752.88,3615981.2,550771.68,5807739.89,2822497.217,9.3,101.2563667,100.6229,100.9655,1,9292830.444,12061365.67,11910900.68,150464.9839,11108542.83,2956360.57,12.5093,99.39460333,99.45653,100.8365667,0,11331834.57,8679068.254,8627319.45,51748.8034,4136787.745,2328541.513,3.5274,101.3632,98.54772333,99.69168,0,5521611.14,4889459.77,4609198.836,280260.9339,6779763.07,2314208.012,10.6,101.1879667,99.97215333,100.8582333,1,10431471,1649770,1488529.703,161240.2974,2449294,1724932.337,16.4,101.0749667,101.6243667,100.6133333,1,3974324.67,5303119.26,4808021.928,495097.3324,413926.65,4100399.089,3.6,102.1492333,101.6847,101.3077667,0,2982207.957,883171.3682,837449.3337,45722.03444,2149075.973,1106870.791,4.7,100.8317,101.0927333,,1,10534795.6,231581.3187,153976.7188,77604.59985,4317232.967,2878927.503,4.4,102.1150667,100.2208333,100.886,1,5442558.764,8028475.226,7772738.355,255736.8717,4689539.601,1667937.665,6.318,100.4417,100.9481333,100.8009,1,4786684.476,1002449.528,851682.623,150766.9052,1707232.351,708653.5898,26.521,98.93142667,,99.85513667,0,2380289.888,4684676.237,4201565.558,483110.6795,2040853.686,1177986.343,5.44,101.2569,99.55477,100.1872,0,2562958.094,2516363.107,2334859.627,181503.4792,4411823.586,3615605.82,,101.1325333,,100.4897667,1,16378848.89,8175781.974,,99.55673333,,,
12/30/17,39397763.06,104156429.3,96836482.87,7319946.453,51619371.93,19186732.22,3.9113,101.2626333,101.2667333,100.3491667,0,19695374.88,5423008.03,4822354.73,600653.3,4978554.12,2846175.608,9.3,101.3869333,100.5892333,101.0024667,0,18849462.37,20859006.26,20688673.85,170332.4114,14106853.33,2962263.951,11.8923,100.1974967,99.87494333,101.8842,1,6803524.181,11240497.87,11182229.42,58268.4566,3888320.503,2359635.24,3.3329,101.1271333,98.42251667,99.59662,0,3910729.23,7753462.54,7450661.845,302800.6948,3791389.21,2326500.573,11.2,101.3965,100.6917667,101.3024333,0,4038934,1541010,1364604.184,176405.8158,1825529,1736831.909,16.6,101.5081,101.4938667,100.7902667,0,4512454.441,6030363.008,4363521.81,1666841.198,369699.8272,4130391.277,3.5,102.5001667,101.8514667,101.5472,0,985655.55,658247.1818,575992.1211,82255.06076,2055858.791,1125195.53,4.5,101.1516,101.3034,,0,7500628.571,444804.5886,279272.622,165531.9667,3796953.505,2890420.995,4.2,102.0191,100.2393333,100.6966667,0,3708999.705,8197938.672,7936146.408,261792.264,4203872.958,1675197.541,5.4818,100.6500333,101.3341667,100.9152,0,12329839.21,1403812.447,1316572.68,87239.76655,2690756.775,714679.7253,26.521,99.17535333,,100.3398667,1,4880301.789,6105345.888,5666057.528,439288.3602,2048934.699,1184163.284,5.1884,101.3971667,99.98189,100.1122667,1,1491612.439,2131434.104,2054193.262,77240.8411,4255027.273,3616488.071,,101.8121,,100.8999,0,21469446.01,8334311.898,,99.81423333,,,
3/30/18,37952157.1,89920876.52,83774804.77,6146071.749,47184803.61,19307984.02,4.337,101.3142333,101.3723667,100.6413667,0,20807720.02,6737716.78,6164988.03,572728.75,6173012.73,2850829.222,9.6,101.3279667,100.4649667,100.8167667,0,5765080.798,10313275.93,10196944.06,116331.8719,11093048.57,2985800.935,13.1794,100.5388,100.1499333,102.3571,0,10474692.44,9409057.107,9291784.423,117272.6838,3537689.9,2390084.251,3.1262,100.7832667,97.80073,99.66289667,0,4545410,4634522,4229677,404845,5218594,2326637.609,11.6,101.3187333,100.7907333,101.2497,0,8406471,3270727,3011031,259696,2663216,1745372.876,16.8,101.4165333,101.2735333,100.7365667,0,3653753,4503572,4053204,450368,398608,4135844.739,3.6,102.4310333,101.8128667,101.3981333,0,2141640.816,1054627.955,972890.4545,81737.5,2234224.318,1140721.474,4.2,101.5306667,101.4455333,,0,6462965.934,199872.5275,132728.5714,67143.95604,3623078.022,2892140.494,4.2,101.5335667,100.3707333,100.4681667,0,2896467.35,8426667.652,8169356.379,257311.2731,3624466.497,1684300.188,6.2062,100.8736667,101.1391667,100.7567667,0,6825948.2,1084366.412,986645.7353,97720.67658,2206354.624,709797.7389,26.5538,99.70545667,,100.5039667,0,1896841.4,4844308.569,4426085.588,418222.9807,1813481.41,1194761.885,5.9547,101.0794333,100.1890667,99.77830333,0,1469786.141,1715063.372,1666121.397,48941.97436,3943831.487,3664463.811,,101.3795,,101.2492333,0,17520870.52,8471160.415,,99.61810667,,,
6/30/18,93085054.08,97936972.99,89372055.66,8564917.325,52034589.87,19475406.58,3.8039,101.1919333,101.3668667,100.7107,1,64482341.85,4735656.83,4144886.35,590770.48,6572869.95,2856268.447,8.7,101.3627,100.0291533,100.4654333,1,4101141.934,13130800.96,12977185.09,153615.8716,13507652.25,2987966.689,12.5283,100.4292333,99.97365667,102.0817667,0,19438965.94,9638940.429,9609241.017,29699.41234,4138851.021,2388602.059,3.3211,100.2435,98.7393,99.60185667,1,7387255,5781945,5422814,359131,6642108,2326350.538,10.7,101.0756333,100.8772667,100.8697667,1,8669848,2512663,2263083,249580,3108875,1754888.923,15.3,101.1392,101.3917333,100.4912333,1,6403471,5157224,4844141,313083,469257,4151814.849,3.5,102.1943333,101.5229,101.1027333,1,2849891.448,701384.3182,650632.7273,50751.59091,2489072.955,1155821.007,3.6,101.4768667,101.5894333,,1,11287979.12,186573.6264,138793.4066,47780.21978,3898489.011,2907372.765,3.9,101.2706,100.5355333,100.2161,1,8404840.151,9149018.763,8645092.579,503926.1842,4877013.849,1690878.806,5.9033,100.8032333,101.1028667,100.5121333,1,4760096.717,1386147.736,1295371.071,90776.66529,1845082.22,708866.5368,26.9659,99.82948,,100.4114333,0,2379738.114,5212131.796,4781564.414,430567.3819,1600535.686,1204168.85,5.3483,101.3441667,100.1191333,99.67859,0,2860174.628,2325603.295,2268223.808,57379.48718,5175140.5,3675727.266,,101.7376333,,101.2832667,0,18415556.8,8583394.647,,99.77692333,,,
9/30/18,67078386.04,95543131.39,88448585.28,7094546.113,48120892.1,19616339.94,3.8692,101.3674,101.3054333,100.5465,1,27292368.48,4643956,4231217.85,412738.15,6510188.95,2866261.208,8.8,101.1738333,99.62667,99.9798,1,12253172.84,13086913.33,12934660.78,152252.5498,11074961.78,3000692.876,11.9649,100.1669333,99.65220667,101.6539,0,14373174.71,11369923.47,11353584.5,16338.96298,4101036.815,2393878.767,3.4377,101.0263333,101.1595667,99.64808333,0,5786645,5355243,5010087,345156,6314975,2324592.369,9.4,100.9001,101.0890667,100.4826,1,11874982,1469934,1258763,211171,2530360,1763694.726,14.6,100.7812667,101.3061,100.1971,1,4104479,5319195,4827168,492027,409361,4147530.001,3.3,102.0111333,101.4556667,100.9253333,0,4002537.684,1072932.045,1019921.364,53010.68182,2481657.727,1170693.591,3.8,101.3935,101.5675333,,1,10350204.4,234090.1099,166845.0549,67245.05495,4509978.022,2924443.316,4.2,101.4493667,100.5577333,99.7481,1,5827577.408,8391716.737,8093747.362,297969.375,4736830.553,1701159.442,6.0185,100.4826667,101.0454,100.2284667,1,4399825.426,984957.8787,843282.6159,141675.2628,2481243.424,713466.7825,27.2494,99.41689,,100.2320333,0,2551443.847,5195015.354,4634617.501,560397.853,1858824.476,1207988.259,5.1203,101.2671333,100.1761667,99.77217667,0,2891439.962,2282401.115,2233017.231,49383.88462,4630000.603,3689208.918,,101.5275333,,100.9969333,1,18448382.9,8703385.172,,99.78239,,,
